,city_death,year,death_count_next_year,over_65_count,over_65_prop,med_house_inc,mean_house_inc,less_than_hs_ed,at_or_below_pov_prop,pop_struggling_prop,urb_v_rur,town_status
169,blandford,2017,0,306,0.2430500397140588,62875.0,78223.8447319778,10.623084780388153,0.07069102462271644,0.1556791104050834,rural,uncertain
170,bolton,2013,0,716,0.13857170505128702,149331.5,164037.83714528248,1.2813046010483402,0.013934584865492549,0.036578285271917935,rural,grown
171,bolton,2014,0,716,0.13857170505128702,149331.5,164037.83714528248,1.2813046010483402,0.013934584865492549,0.036578285271917935,rural,grown
172,bolton,2015,1,716,0.13857170505128702,149331.5,164037.83714528248,1.2813046010483402,0.013934584865492549,0.036578285271917935,rural,grown
173,bolton,2016,1,716,0.13857170505128702,149331.5,164037.83714528248,1.2813046010483402,0.013934584865492549,0.036578285271917935,rural,grown
174,bolton,2017,0,716,0.13857170505128702,149331.5,164037.83714528248,1.2813046010483402,0.013934584865492549,0.036578285271917935,rural,grown
175,boston,2013,167,85040,0.12720237053524014,71196.0495049505,92167.94052329108,13.941736093625126,0.2051539801511834,0.15864350438687613,urban,grown
176,boston,2014,226,85040,0.12720237053524014,71196.0495049505,92167.94052329108,13.941736093625126,0.2051539801511834,0.15864350438687613,urban,grown
177,boston,2015,259,85040,0.12720237053524014,71196.0495049505,92167.94052329108,13.941736093625126,0.2051539801511834,0.15864350438687613,urban,grown
178,boston,2016,279,85040,0.12720237053524014,71196.0495049505,92167.94052329108,13.941736093625126,0.2051539801511834,0.15864350438687613,urban,grown
179,boston,2017,245,85040,0.12720237053524014,71196.0495049505,92167.94052329108,13.941736093625126,0.2051539801511834,0.15864350438687613,urban,grown
180,bourne,2013,2,4614,0.2326542960871319,69166.9375,91659.35790084313,3.684322183721095,0.06850593787273765,0.11294922989161438,rural,uncertain
181,bourne,2014,4,4614,0.2326542960871319,69166.9375,91659.35790084313,3.684322183721095,0.06850593787273765,0.11294922989161438,rural,uncertain
182,bourne,2015,6,4614,0.2326542960871319,69166.9375,91659.35790084313,3.684322183721095,0.06850593787273765,0.11294922989161438,rural,uncertain
183,bourne,2016,1,4614,0.2326542960871319,69166.9375,91659.35790084313,3.684322183721095,0.06850593787273765,0.11294922989161438,rural,uncertain
184,bourne,2017,4,4614,0.2326542960871319,69166.9375,91659.35790084313,3.684322183721095,0.06850593787273765,0.11294922989161438,rural,uncertain
185,boxborough,2013,0,739,0.13324918860439958,111916.33333333331,138245.35080914994,2.9927760577915383,0.05319148936170213,0.06527226830147853,rural,grown
186,boxborough,2014,0,739,0.13324918860439958,111916.33333333331,138245.35080914994,2.9927760577915383,0.05319148936170213,0.06527226830147853,rural,grown
187,boxborough,2015,0,739,0.13324918860439958,111916.33333333331,138245.35080914994,2.9927760577915383,0.05319148936170213,0.06527226830147853,rural,grown
188,boxborough,2016,1,739,0.13324918860439958,111916.33333333331,138245.35080914994,2.9927760577915383,0.05319148936170213,0.06527226830147853,rural,grown
189,boxborough,2017,0,739,0.13324918860439958,111916.33333333331,138245.35080914994,2.9927760577915383,0.05319148936170213,0.06527226830147853,rural,grown
190,boxford,2013,0,1698,0.2063684978123481,162762.6,204146.35700396335,2.378885223129016,0.027710257656781718,0.03986387943607195,rural,grown
191,boxford,2014,0,1698,0.2063684978123481,162762.6,204146.35700396335,2.378885223129016,0.027710257656781718,0.03986387943607195,rural,grown
192,boxford,2015,0,1698,0.2063684978123481,162762.6,204146.35700396335,2.378885223129016,0.027710257656781718,0.03986387943607195,rural,grown
193,boxford,2016,0,1698,0.2063684978123481,162762.6,204146.35700396335,2.378885223129016,0.027710257656781718,0.03986387943607195,rural,grown
194,boxford,2017,0,1698,0.2063684978123481,162762.6,204146.35700396335,2.378885223129016,0.027710257656781718,0.03986387943607195,rural,grown
